url,label,first_seen,first_snapshot,snapshot_anchor,survival_stratum,split_group,is_hosted_tenant,registrable_domain,suffix,source
https://africanpoetrybf.brown.edu/about-apbf/,0,2026-08-17 04:19:54+00:00,,file-max,na,brown.edu,False,brown.edu,edu,cc:CC-MAIN-2026-34
https://doc-aavmdlr.vercel.app/,1,2026-08-01 03:30:14+00:00,2026-09-12,openphish-run-stamp,long,doc-aavmdlr.vercel.app,True,vercel.app,app,phishtank
https://laura.fi/avoimet-tyopaikat/?search_tags=hotelli-ravitsemus-matkailuala,0,2026-08-11 02:27:10+00:00,,file-max,na,laura.fi,False,laura.fi,fi,cc:CC-MAIN-2026-34
https://www.cnbcindonesia.com/news/20250502131255-8-630432/video-pertamina-hingga-shell-kompak-turunkan-harga-bbm,0,2026-08-13 12:19:57+00:00,,file-max,na,cnbcindonesia.com,False,cnbcindonesia.com,com,cc:CC-MAIN-2026-34
https://syamazon168.com/index/login/index.html?code=47979,1,2026-08-01 02:56:55+00:00,2026-09-12,openphish-run-stamp,long,syamazon168.com,False,syamazon168.com,com,phishtank
https://status.onlyfans.com/uptime,0,2026-08-14 00:51:26+00:00,,file-max,na,onlyfans.com,False,onlyfans.com,com,cc:CC-MAIN-2026-34
https://www.aviasales.ru/?marker=98678.goa.su,0,2026-08-16 02:17:22+00:00,,file-max,na,aviasales.ru,False,aviasales.ru,ru,cc:CC-MAIN-2026-34
http://www.appartement.veerman1.op-vlieland.nl/,0,2026-07-15 10:46:04+00:00,,file-max,na,op-vlieland.nl,False,op-vlieland.nl,nl,cc:CC-MAIN-2026-30
https://www.britishairways.com/content/en/qa/flights/iceland,0,2026-08-16 13:14:23+00:00,,file-max,na,britishairways.com,False,britishairways.com,com,cc:CC-MAIN-2026-34
https://web2.cs.universityofgalway.ie/,0,2026-08-18 11:45:45+00:00,,file-max,na,universityofgalway.ie,False,universityofgalway.ie,ie,cc:CC-MAIN-2026-34
https://womenwhoserve.blogspot.com/2008/09/oh-drama-drama.html,0,2026-07-21 01:43:59+00:00,,file-max,na,womenwhoserve.blogspot.com,True,blogspot.com,com,cc:CC-MAIN-2026-30
https://nra.lv/dzivesstils/kultura/524680-top10-kulturas-pasakumi-latvija-koncerti-izstades-un-svetki-no-4-lidz-10-julijam.htm?p=4,0,2026-08-15 07:47:43+00:00,,file-max,na,nra.lv,False,nra.lv,lv,cc:CC-MAIN-2026-34
https://linklist.bio/leonardoposedantas_linkextra_7,0,2026-08-11 14:34:55+00:00,,file-max,na,linklist.bio,False,linklist.bio,bio,cc:CC-MAIN-2026-34
https://sp11ct-ronmel-biz8-kastor-velnix.pages.dev/,1,2026-08-02 18:56:05+00:00,2026-09-12,openphish-run-stamp,long,sp11ct-ronmel-biz8-kastor-velnix.pages.dev,True,pages.dev,dev,phishtank
https://videoamp.com/press/videoamp-expands-people-based-ads-with-liveramp-2/,0,2026-08-15 18:42:34+00:00,,file-max,na,videoamp.com,False,videoamp.com,com,cc:CC-MAIN-2026-34
https://support.optimumnutrition.com/pl/support/solutions?gclsrc=aw.ds,0,2026-08-18 08:55:02+00:00,,file-max,na,optimumnutrition.com,False,optimumnutrition.com,com,cc:CC-MAIN-2026-34
https://freemantek.com/gZEVgcUJ/,1,2026-08-08 22:32:33+00:00,2026-09-12,openphish-run-stamp,long,freemantek.com,False,freemantek.com,com,phishtank
https://allegrolokalnie.lokalna-18472.sbs/oferta/G%C5%82o%C5%9Bnik-Bluetooth-JBL-PartyBox-720-bezprzewodowy-imprezowy-nowy/613819161,1,2026-07-27 14:30:23+00:00,2026-09-12,openphish-run-stamp,long,lokalna-18472.sbs,False,lokalna-18472.sbs,sbs,phishtank
http://sp11ct-lormik-biz8-zenkar-falnor.pages.dev/,1,2026-08-02 18:53:57+00:00,2026-09-12,openphish-run-stamp,long,sp11ct-lormik-biz8-zenkar-falnor.pages.dev,True,pages.dev,dev,phishtank
https://www.namacolove.com/account/index,1,2026-07-30 13:15:35+00:00,2026-09-12,openphish-run-stamp,long,namacolove.com,False,namacolove.com,com,phishtank
https://fh-aachen-de.weebly.com/,1,2026-07-29 20:31:24+00:00,2026-09-12,openphish-run-stamp,long,fh-aachen-de.weebly.com,True,weebly.com,com,phishtank
https://www.urbandictionary.com/browse,0,2026-08-10 19:50:52+00:00,,file-max,na,urbandictionary.com,False,urbandictionary.com,com,cc:CC-MAIN-2026-34
https://www.wetterprognose-wettervorhersage.de/wolkenradar-deutschland.html,0,2026-08-17 05:13:00+00:00,,file-max,na,wetterprognose-wettervorhersage.de,False,wetterprognose-wettervorhersage.de,de,cc:CC-MAIN-2026-34
http://mhbkt4a51gp-xwldgmja-1e9f5b-mhb96c.pages.dev/,1,2026-08-07 22:39:11+00:00,2026-09-12,openphish-run-stamp,long,mhbkt4a51gp-xwldgmja-1e9f5b-mhb96c.pages.dev,True,pages.dev,dev,phishtank
https://money-journey.moneyforward.com/62733/,0,2026-08-17 02:09:36+00:00,,file-max,na,moneyforward.com,False,moneyforward.com,com,cc:CC-MAIN-2026-34
https://qrate.africa/en/webm/,1,2026-07-27 10:26:32+00:00,2026-09-12,openphish-run-stamp,long,qrate.africa,False,qrate.africa,africa,phishtank
https://soheil-webull-bot.duckdns.org/,1,2026-08-10 09:29:57+00:00,2026-09-12,openphish-run-stamp,long,soheil-webull-bot.duckdns.org,True,duckdns.org,org,phishtank
https://libcal.tamuk.edu/,0,2026-08-18 04:49:05+00:00,,file-max,na,tamuk.edu,False,tamuk.edu,edu,cc:CC-MAIN-2026-34
https://staging.sapphireonline.pk/password,0,2026-08-13 21:08:52+00:00,,file-max,na,sapphireonline.pk,False,sapphireonline.pk,pk,cc:CC-MAIN-2026-34
https://careers.icrc.org/content/Weapon-contamination/icrc.org/en/document/go/Human-Resources/3808401/go/Cooperation-with-the-movement/3807601/go/Human-Resources/3808401/go/Cooperation-with-the-movement/3807601/go/Forensics/3808001/go/Communication/3807501/go/Tracing-agency-and-protection/3809001/go/Languages/3808601/,0,2026-08-09 12:55:39+00:00,,file-max,na,icrc.org,False,icrc.org,org,cc:CC-MAIN-2026-34
https://www.aa.com/web/i18n/travelInformation/destinationInformation/msp-airport.html,0,2026-08-17 21:05:41+00:00,,file-max,na,aa.com,False,aa.com,com,cc:CC-MAIN-2026-34
https://forum.questionablequesting.com/search/71628781/?t=post&c%5Bnodes%5D%5B0%5D=8&c%5Busers%5D=Qoheleth&o=date,0,2026-08-14 07:22:03+00:00,,file-max,na,questionablequesting.com,False,questionablequesting.com,com,cc:CC-MAIN-2026-34
https://help.fansly.com/en/articles/12835826-your-media-vault,0,2026-08-15 22:16:37+00:00,,file-max,na,fansly.com,False,fansly.com,com,cc:CC-MAIN-2026-34
https://attachments.f95zone.to/2024/10/4183594_The_Interim_Domain_v0.30.pdf,0,2026-08-19 05:58:29+00:00,,file-max,na,f95zone.to,False,f95zone.to,to,cc:CC-MAIN-2026-34
https://mailer-xfinity.weebly.com/,1,2026-08-06 03:20:50+00:00,2026-09-12,openphish-run-stamp,long,mailer-xfinity.weebly.com,True,weebly.com,com,phishtank
http://old.windguru.cz/touch/int/view.php?s=95150&m=60,0,2026-08-18 14:56:23+00:00,,file-max,na,windguru.cz,False,windguru.cz,cz,cc:CC-MAIN-2026-34
http://chinaxxscp.org/article/ShowContentNew2.aspx?tx=cepingTG&ArId=233&schoolNum=,0,2026-08-12 00:11:04+00:00,,file-max,na,chinaxxscp.org,False,chinaxxscp.org,org,cc:CC-MAIN-2026-34
https://lakenhal-production.herokuapp.com/nl/zoeken/collectie?keywords_representation=leeuw&page=4&q=%2A,0,2026-08-09 05:13:02+00:00,,file-max,na,lakenhal-production.herokuapp.com,True,herokuapp.com,com,cc:CC-MAIN-2026-34
https://www.drives-workspace.com/,1,2026-08-13 18:50:24+00:00,2026-09-12,openphish-run-stamp,short,drives-workspace.com,False,drives-workspace.com,com,phishtank
https://evelwllsessec0l0ghtc0ntrl.weebly.com/,1,2026-08-12 02:40:31+00:00,2026-09-12,openphish-run-stamp,long,evelwllsessec0l0ghtc0ntrl.weebly.com,True,weebly.com,com,phishtank
http://www.specbench.org/osg/web99/results/api-src/?C=M;O=A,0,2026-08-07 22:38:26+00:00,,file-max,na,specbench.org,False,specbench.org,org,cc:CC-MAIN-2026-34
https://company.gamehouse.com/cookie-policy,0,2026-08-16 06:56:51+00:00,,file-max,na,gamehouse.com,False,gamehouse.com,com,cc:CC-MAIN-2026-34
https://www.firstcitizens.com/,0,2026-08-11 02:19:18+00:00,,file-max,na,firstcitizens.com,False,firstcitizens.com,com,cc:CC-MAIN-2026-34
http://konfliktus.index.hu/irbev.html,0,2026-08-09 15:44:16+00:00,,file-max,na,index.hu,False,index.hu,hu,cc:CC-MAIN-2026-34
https://talktalkfghdfge234.weebly.com/,1,2026-07-29 20:29:03+00:00,2026-09-12,openphish-run-stamp,long,talktalkfghdfge234.weebly.com,True,weebly.com,com,phishtank
https://www.authentication-user-log.com/captcha,1,2026-08-14 18:20:04+00:00,2026-09-12,openphish-run-stamp,short,authentication-user-log.com,False,authentication-user-log.com,com,phishtank
https://aiffmwzuqcq.top/support/contact/request/form/customer-service/application/?conn_id=dec4a5a2-2cc1-4c1d-9a07-668d601e4a7b,1,2026-07-28 18:57:25+00:00,2026-09-12,openphish-run-stamp,long,aiffmwzuqcq.top,False,aiffmwzuqcq.top,top,phishtank
https://zonadeseguridadhot.z13.web.core.windows.net/,1,2026-08-13 05:05:35+00:00,2026-09-12,openphish-run-stamp,long,zonadeseguridadhot.z13.web.core.windows.net,True,windows.net,net,phishtank
https://developers.circle.com/cpn,0,2026-08-19 11:27:16+00:00,,file-max,na,circle.com,False,circle.com,com,cc:CC-MAIN-2026-34
https://masterwork.wiki/,0,2026-08-08 00:19:54+00:00,,file-max,na,masterwork.wiki,False,masterwork.wiki,wiki,cc:CC-MAIN-2026-34
https://theme-next.js.org/next-8-0-0-rc-2-released/,0,2026-08-13 06:08:13+00:00,,file-max,na,js.org,False,js.org,org,cc:CC-MAIN-2026-34
https://help.shopier.com/help/shopier-nasil-kullanilir,0,2026-08-15 01:23:49+00:00,,file-max,na,shopier.com,False,shopier.com,com,cc:CC-MAIN-2026-34
https://mail-ntuu-edu-tw.weebly.com/,1,2026-07-29 20:28:23+00:00,2026-09-12,openphish-run-stamp,long,mail-ntuu-edu-tw.weebly.com,True,weebly.com,com,phishtank
https://wap.pb3.duckdns.org/,1,2026-08-17 12:41:25+00:00,2026-09-12,openphish-run-stamp,short,pb3.duckdns.org,True,duckdns.org,org,phishtank
https://arhangelsk.resanta.ru/avtonomnaya-nasosnaya-stantsiya-resanta-ans-3600p/,0,2026-08-19 08:33:06+00:00,,file-max,na,resanta.ru,False,resanta.ru,ru,cc:CC-MAIN-2026-34
https://hotmailskjfhurytnadinbox.weebly.com/,1,2026-08-08 07:37:01+00:00,2026-09-12,openphish-run-stamp,long,hotmailskjfhurytnadinbox.weebly.com,True,weebly.com,com,phishtank
https://sdmxcentral.imf.org/overview.html,0,2026-08-08 07:27:55+00:00,,file-max,na,imf.org,False,imf.org,org,cc:CC-MAIN-2026-34
https://xn--pckua2a7gp15o89zb.com/%E5%8F%97%E4%BB%98%E3%81%AE%E4%BB%95%E4%BA%8B,0,2026-08-14 13:01:29+00:00,,file-max,na,xn--pckua2a7gp15o89zb.com,False,xn--pckua2a7gp15o89zb.com,com,cc:CC-MAIN-2026-34
https://sancionesgobhgf.com/,1,2026-07-28 11:20:36+00:00,2026-09-12,openphish-run-stamp,long,sancionesgobhgf.com,False,sancionesgobhgf.com,com,phishtank
https://www.meteobelgique.be/previsions/modeles-meteo/gfs-be-1h?type=wind250hpa&time=0,0,2026-08-17 16:18:23+00:00,,file-max,na,meteobelgique.be,False,meteobelgique.be,be,cc:CC-MAIN-2026-34
https://www.gsp.ro/gsp-special/diverse/exclusiv-video-foto-hipermarket-pe-locul-fostei-baze-sportive-girueta-locuitorii-din-zona-sunt-revoltati-vom-ajunge-in-instanta-544218.html,0,2026-08-14 10:02:12+00:00,,file-max,na,gsp.ro,False,gsp.ro,ro,cc:CC-MAIN-2026-34
https://site-bradesco.digital/,1,2026-08-01 02:57:27+00:00,2026-09-12,openphish-run-stamp,long,site-bradesco.digital,False,site-bradesco.digital,digital,phishtank
http://sp10ct-valem-biz8-lurek-fodin.pages.dev/,1,2026-07-31 16:49:10+00:00,2026-09-12,openphish-run-stamp,long,sp10ct-valem-biz8-lurek-fodin.pages.dev,True,pages.dev,dev,phishtank
https://www.sportsillustratedissues.com/issues/32736/weekly-issues-december-11-1995/?page=4,0,2026-07-17 21:21:29+00:00,,file-max,na,sportsillustratedissues.com,False,sportsillustratedissues.com,com,cc:CC-MAIN-2026-30
https://recepty.idnes.cz/rolovane-skopove-po-rumunsku.R141002_124306_27365,0,2026-08-12 12:11:48+00:00,,file-max,na,idnes.cz,False,idnes.cz,cz,cc:CC-MAIN-2026-34
https://zjouying.com/page/cfdvffbbbo,1,2026-08-13 13:21:16+00:00,2026-09-12,openphish-run-stamp,short,zjouying.com,False,zjouying.com,com,phishtank
https://inkbunny.net/,0,2026-08-09 13:17:42+00:00,,file-max,na,inkbunny.net,False,inkbunny.net,net,cc:CC-MAIN-2026-34
https://bsky.social/about/blog/04-21-2025-verification?ref=ppc.land,0,2026-08-18 20:50:36+00:00,,file-max,na,bsky.social,False,bsky.social,social,cc:CC-MAIN-2026-34
https://www.kaggle.com/datatheque,0,2026-08-14 08:58:06+00:00,,file-max,na,kaggle.com,False,kaggle.com,com,cc:CC-MAIN-2026-34
https://stage.megamillions.com/How-to-Play.aspx,0,2026-08-15 22:43:18+00:00,,file-max,na,megamillions.com,False,megamillions.com,com,cc:CC-MAIN-2026-34
http://b5kv-k27x.accessdomain.com/wineries/,0,2026-08-16 01:50:57+00:00,,file-max,na,accessdomain.com,False,accessdomain.com,com,cc:CC-MAIN-2026-34
https://sp12ct-vardor-biz-helsik-zamnor.pages.dev/,1,2026-08-02 19:00:16+00:00,2026-09-12,openphish-run-stamp,long,sp12ct-vardor-biz-helsik-zamnor.pages.dev,True,pages.dev,dev,phishtank
https://gefc.trihealth.com/fit-tips-and-wellness-tools,0,2026-08-15 13:37:38+00:00,,file-max,na,trihealth.com,False,trihealth.com,com,cc:CC-MAIN-2026-34
https://www.kucoin.com/docs-new,0,2026-08-14 03:05:37+00:00,,file-max,na,kucoin.com,False,kucoin.com,com,cc:CC-MAIN-2026-34
https://status.freestyle.abbott/,0,2026-08-10 23:41:18+00:00,,file-max,na,freestyle.abbott,False,freestyle.abbott,abbott,cc:CC-MAIN-2026-34
https://insights.acuitybrands.com/,0,2026-08-18 05:42:31+00:00,,file-max,na,acuitybrands.com,False,acuitybrands.com,com,cc:CC-MAIN-2026-34
https://ep2.adtrafficquality.google/sodar/sodar2/252/runner.html,0,2026-08-07 10:38:15+00:00,,file-max,na,adtrafficquality.google,False,adtrafficquality.google,google,cc:CC-MAIN-2026-34
https://sparkling-fenglisu-5df58c.netlify.app/,1,2026-08-07 22:43:24+00:00,2026-09-12,openphish-run-stamp,long,sparkling-fenglisu-5df58c.netlify.app,True,netlify.app,app,phishtank
https://finbradesco.com/,1,2026-08-12 02:38:36+00:00,2026-09-12,openphish-run-stamp,long,finbradesco.com,False,finbradesco.com,com,phishtank
https://cmm.graviontech.com/pages/desktop/securite/index.php,1,2026-08-19 05:02:05+00:00,2026-09-12,openphish-run-stamp,short,graviontech.com,False,graviontech.com,com,phishtank
http://umbenchmarking.com/,1,2026-08-09 21:53:39+00:00,2026-09-12,openphish-run-stamp,long,umbenchmarking.com,False,umbenchmarking.com,com,phishtank
https://myfastmailsss.weebly.com/,1,2026-08-19 05:13:32+00:00,2026-09-12,openphish-run-stamp,short,myfastmailsss.weebly.com,True,weebly.com,com,phishtank
https://playhop.com/support,0,2026-08-12 20:07:22+00:00,,file-max,na,playhop.com,False,playhop.com,com,cc:CC-MAIN-2026-34
https://amazon.ns-prime.com/captcha.php,1,2026-08-18 05:58:13+00:00,2026-09-12,openphish-run-stamp,short,ns-prime.com,False,ns-prime.com,com,phishtank
https://www.ekonomim.com/,0,2026-08-08 22:54:39+00:00,,file-max,na,ekonomim.com,False,ekonomim.com,com,cc:CC-MAIN-2026-34
http://sv2hnh.no-ip.org:8901/index.html,0,2026-08-09 10:18:41+00:00,,file-max,na,no-ip.org,False,no-ip.org,org,cc:CC-MAIN-2026-34
https://m.ximalaya.com/album/72597140?from=pc,0,2026-08-13 16:18:15+00:00,,file-max,na,ximalaya.com,False,ximalaya.com,com,cc:CC-MAIN-2026-34
http://allegrolokalnie.pl-638466384.click/,1,2026-08-18 16:25:24+00:00,2026-09-12,openphish-run-stamp,short,pl-638466384.click,False,pl-638466384.click,click,phishtank
https://202007141141366425038.onamaeweb.jp/it/,1,2026-08-12 08:03:54+00:00,2026-09-12,openphish-run-stamp,long,onamaeweb.jp,False,onamaeweb.jp,jp,phishtank
https://option-creneaumr.help/tracking.php,1,2026-08-19 06:39:01+00:00,2026-09-12,openphish-run-stamp,short,option-creneaumr.help,False,option-creneaumr.help,help,phishtank
https://everymailtm.weebly.com/,1,2026-07-29 20:27:25+00:00,2026-09-12,openphish-run-stamp,long,everymailtm.weebly.com,True,weebly.com,com,phishtank
https://www.daimaru-matsuzakaya.jp/cou-newmember/,0,2026-08-15 03:26:52+00:00,,file-max,na,daimaru-matsuzakaya.jp,False,daimaru-matsuzakaya.jp,jp,cc:CC-MAIN-2026-34
https://www.vero.fi/harmaa-talous-rikollisuus/,0,2026-08-16 13:31:57+00:00,,file-max,na,vero.fi,False,vero.fi,fi,cc:CC-MAIN-2026-34
https://www.designhill.com/t-shirt-design,0,2026-08-14 16:22:56+00:00,,file-max,na,designhill.com,False,designhill.com,com,cc:CC-MAIN-2026-34
https://www.normattiva.it/atto/caricaDettaglioAtto?atto.dataPubblicazioneGazzetta=2018-01-16&atto.codiceRedazionale=18G00006,0,2026-08-17 11:08:56+00:00,,file-max,na,normattiva.it,False,normattiva.it,it,cc:CC-MAIN-2026-34
http://allegro.prywane893200.casa/lokalnie,1,2026-08-19 06:34:11+00:00,2026-09-12,openphish-run-stamp,short,prywane893200.casa,False,prywane893200.casa,casa,phishtank
https://community.commoninja.com/,0,2026-08-19 08:26:47+00:00,,file-max,na,commoninja.com,False,commoninja.com,com,cc:CC-MAIN-2026-34
https://finsouosa.cc/gov,1,2026-08-07 22:42:22+00:00,2026-09-12,openphish-run-stamp,long,finsouosa.cc,False,finsouosa.cc,cc,phishtank
https://sp12ct-forsor-biz-kandel-vazmik.pages.dev/,1,2026-08-07 02:59:12+00:00,2026-09-12,openphish-run-stamp,long,sp12ct-forsor-biz-kandel-vazmik.pages.dev,True,pages.dev,dev,phishtank
https://communities.unrealengine.com/oshawa/,0,2026-08-14 16:24:34+00:00,,file-max,na,unrealengine.com,False,unrealengine.com,com,cc:CC-MAIN-2026-34
https://www.seedtag.com/liz,0,2026-08-08 04:37:44+00:00,,file-max,na,seedtag.com,False,seedtag.com,com,cc:CC-MAIN-2026-34
https://ppc.proff.no/,0,2026-07-10 19:49:04+00:00,,file-max,na,proff.no,False,proff.no,no,cc:CC-MAIN-2026-30
http://okov.rs/,0,2026-08-08 04:08:28+00:00,,file-max,na,okov.rs,False,okov.rs,rs,cc:CC-MAIN-2026-34
https://www.unicah.edu/grados-carrera-posgrado/,0,2026-08-18 05:08:08+00:00,,file-max,na,unicah.edu,False,unicah.edu,edu,cc:CC-MAIN-2026-34
http://sp12ct-lovmer-biz-zarnik-frosel.pages.dev/,1,2026-08-07 03:00:45+00:00,2026-09-12,openphish-run-stamp,long,sp12ct-lovmer-biz-zarnik-frosel.pages.dev,True,pages.dev,dev,phishtank
https://mxy090-i6zaj-2y5-t3vwhy-qq5n.pages.dev/,1,2026-07-31 16:46:47+00:00,2026-09-12,openphish-run-stamp,long,mxy090-i6zaj-2y5-t3vwhy-qq5n.pages.dev,True,pages.dev,dev,phishtank
https://www.roomstogo.com/,0,2026-08-17 01:00:57+00:00,,file-max,na,roomstogo.com,False,roomstogo.com,com,cc:CC-MAIN-2026-34
https://i23000.wixsite.com/debruiloftdiscoshow/extrasfeer,0,2026-07-11 08:03:37+00:00,,file-max,na,i23000.wixsite.com,True,wixsite.com,com,cc:CC-MAIN-2026-30
https://www.postman.com/devil-3499575,0,2026-08-18 00:15:54+00:00,,file-max,na,postman.com,False,postman.com,com,cc:CC-MAIN-2026-34
https://aws.amazon.com.rproxy.goskope.com/de/,0,2026-08-16 19:50:54+00:00,,file-max,na,goskope.com,False,goskope.com,com,cc:CC-MAIN-2026-34
https://votre-espace-assurance-securite.site/,1,2026-07-29 08:18:40+00:00,2026-09-12,openphish-run-stamp,long,votre-espace-assurance-securite.site,False,votre-espace-assurance-securite.site,site,phishtank
http://www2.netfirms.com/legal/,0,2026-08-07 16:26:49+00:00,,file-max,na,netfirms.com,False,netfirms.com,com,cc:CC-MAIN-2026-34
https://www.nuget.org/packages/Corvus.Testing.SpecFlow.NUnit/,0,2026-08-18 20:45:19+00:00,,file-max,na,nuget.org,False,nuget.org,org,cc:CC-MAIN-2026-34
http://mornela-gld-fentora-a6x4fc954.pages.dev/,1,2026-08-02 18:50:53+00:00,2026-09-12,openphish-run-stamp,long,mornela-gld-fentora-a6x4fc954.pages.dev,True,pages.dev,dev,phishtank
https://sp11ct-zenko-biz8-fralix-dorven.pages.dev/,1,2026-08-02 18:57:45+00:00,2026-09-12,openphish-run-stamp,long,sp11ct-zenko-biz8-fralix-dorven.pages.dev,True,pages.dev,dev,phishtank
https://amaz-annuel.com/captcha,1,2026-08-15 12:40:32+00:00,2026-09-12,openphish-run-stamp,short,amaz-annuel.com,False,amaz-annuel.com,com,phishtank
https://demonstrations.wolfram.com/TaylorPolynomialsApproximatedByInterpolations/,0,2026-08-13 06:06:09+00:00,,file-max,na,wolfram.com,False,wolfram.com,com,cc:CC-MAIN-2026-34
https://qurnora-gld-varmita-a9x2fc75.pages.dev/,1,2026-08-02 18:51:05+00:00,2026-09-12,openphish-run-stamp,long,qurnora-gld-varmita-a9x2fc75.pages.dev,True,pages.dev,dev,phishtank
https://ew4rt.weebly.com/,1,2026-07-29 23:51:37+00:00,2026-09-12,openphish-run-stamp,long,ew4rt.weebly.com,True,weebly.com,com,phishtank
https://shop.spiegel.de/faq/,0,2026-08-08 01:28:47+00:00,,file-max,na,spiegel.de,False,spiegel.de,de,cc:CC-MAIN-2026-34
https://www.apuestatotal.com/sorteos/,0,2026-08-15 07:04:51+00:00,,file-max,na,apuestatotal.com,False,apuestatotal.com,com,cc:CC-MAIN-2026-34
https://www.dak.de/,0,2026-08-15 10:16:11+00:00,,file-max,na,dak.de,False,dak.de,de,cc:CC-MAIN-2026-34
https://khabarpu.com/rp/1697606737-cryptocurrency-cloud-mining:-a-way-to-earn-passive-income-with-cgmd-miner.htm,0,2026-08-17 16:31:48+00:00,,file-max,na,khabarpu.com,False,khabarpu.com,com,cc:CC-MAIN-2026-34
http://hidrologibwssumateraii.ngrok.io/admin/grafikawlr,0,2026-08-07 15:50:20+00:00,,file-max,na,hidrologibwssumateraii.ngrok.io,True,ngrok.io,io,cc:CC-MAIN-2026-34
https://ec2-3-85-135-189.compute-1.amazonaws.com/mujeres-adelante-camino-al-crecimiento-empresarial/,0,2026-08-11 15:08:44+00:00,,file-max,na,ec2-3-85-135-189.compute-1.amazonaws.com,True,amazonaws.com,com,cc:CC-MAIN-2026-34
https://wm.ru/registration-price-change-09-2015.html,0,2026-08-09 19:57:17+00:00,,file-max,na,wm.ru,False,wm.ru,ru,cc:CC-MAIN-2026-34
https://gojojd.weebly.com/,1,2026-08-05 01:21:13+00:00,2026-09-12,openphish-run-stamp,long,gojojd.weebly.com,True,weebly.com,com,phishtank
https://urweike.com/experience/interactive-preview/main,1,2026-08-09 02:46:00+00:00,2026-09-12,openphish-run-stamp,long,urweike.com,False,urweike.com,com,phishtank
http://allegrolokalnie.ogloszenie723823729323134.shop/,1,2026-07-27 05:56:10+00:00,2026-09-12,openphish-run-stamp,long,ogloszenie723823729323134.shop,False,ogloszenie723823729323134.shop,shop,phishtank
https://www.daimaru-matsuzakaya.jp/cou-schoolbag/,0,2026-08-12 09:16:14+00:00,,file-max,na,daimaru-matsuzakaya.jp,False,daimaru-matsuzakaya.jp,jp,cc:CC-MAIN-2026-34
https://auth.advmusic.com/?service=kuklachev&return_url=&payload=592705573&registration,0,2026-08-19 17:12:32+00:00,,file-max,na,advmusic.com,False,advmusic.com,com,cc:CC-MAIN-2026-34
https://www.unixtools.org/linksmabcd2.html,0,2026-08-11 05:51:26+00:00,,file-max,na,unixtools.org,False,unixtools.org,org,cc:CC-MAIN-2026-34
